PlayerName,CourseName,LayoutName,Date,Total,+/-,Hole1,Hole2,Hole3,Hole4,Hole5,Hole6,Hole7,Hole8,Hole9,Hole10,Hole11,Hole12,Hole13,Hole14,Hole15,Hole16,Hole17,Hole18,Hole19,Hole20
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-10-09 17:14,33,3,4,2,3,3,5,2,3,2,5,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-10-09 17:14,31,1,3,4,3,4,3,3,3,3,3,2,,,,,,,,,,
Par,Coolbet Järve Discgolfipark,Main,2019-10-04 18:21,57,,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,,
SePa,Coolbet Järve Discgolfipark,Main,2019-10-04 18:21,78,21,3,5,5,6,2,3,8,7,3,3,4,4,6,3,5,4,4,3,,
Oskar,Coolbet Järve Discgolfipark,Main,2019-10-04 18:21,67,10,5,4,3,3,3,4,4,6,3,4,3,3,6,3,4,3,3,3,,
cardo,Coolbet Järve Discgolfipark,Main,2019-10-04 18:21,85,28,4,6,5,6,4,3,7,7,4,6,3,3,5,3,7,4,4,4,,
Taavi,Coolbet Järve Discgolfipark,Main,2019-10-04 18:21,71,14,4,6,3,4,5,3,6,3,2,3,3,3,5,4,5,4,3,5,,
Par,Coolbet Järve Discgolfipark,Main,2019-10-04 16:56,57,,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,,
SePa,Coolbet Järve Discgolfipark,Main,2019-10-04 16:56,67,10,2,4,3,4,3,7,4,6,3,4,3,2,3,5,5,3,3,3,,
Oskar,Coolbet Järve Discgolfipark,Main,2019-10-04 16:56,71,14,4,5,3,5,3,3,4,6,3,4,3,3,6,3,6,4,3,3,,
cardo,Coolbet Järve Discgolfipark,Main,2019-10-04 16:56,92,35,4,5,5,6,3,5,8,11,4,5,4,3,4,4,6,6,5,4,,
Par,Discland,18 Hole Layout,2019-10-01 17:30,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
cardo,Discland,18 Hole Layout,2019-10-01 17:30,70,16,5,4,3,4,4,3,4,3,5,4,6,3,5,4,3,4,3,3,,
Par,Discland,18 Hole Layout,2019-09-28 17:19,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Oskar,Discland,18 Hole Layout,2019-09-28 17:19,57,3,3,3,4,3,4,3,4,3,4,2,3,3,4,3,3,3,2,3,,
cardo,Discland,18 Hole Layout,2019-09-28 17:19,61,7,5,2,3,3,3,4,3,3,3,4,4,6,4,2,3,3,2,4,,
sword,Discland,18 Hole Layout,2019-09-28 17:19,60,6,4,2,3,5,3,2,4,3,4,3,3,5,3,3,5,3,2,3,,
Jaan,Discland,18 Hole Layout,2019-09-28 17:19,61,7,2,2,2,7,3,3,4,4,4,4,3,4,5,2,3,2,3,4,,
Par,Discland,18 Hole Layout,2019-09-28 15:17,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Tauno,Discland,18 Hole Layout,2019-09-28 15:17,59,5,3,2,3,4,3,4,4,3,3,2,5,3,5,3,4,3,3,2,,
Jaan,Discland,18 Hole Layout,2019-09-28 15:17,55,1,4,2,3,2,5,3,2,3,2,2,5,3,4,2,2,4,4,3,,
Oskar,Discland,18 Hole Layout,2019-09-28 15:17,68,14,4,2,3,6,5,3,3,5,4,5,4,4,4,4,4,3,2,3,,
sword,Discland,18 Hole Layout,2019-09-28 15:17,72,18,4,4,4,5,3,3,5,3,3,3,9,4,4,6,2,2,3,5,,
cardo,Discland,18 Hole Layout,2019-09-28 15:17,77,23,3,3,4,4,5,5,5,3,5,4,6,6,6,5,3,3,4,3,,
Par,Kurna Mõisapark,Main,2019-09-28 12:00,55,,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
cardo,Kurna Mõisapark,Main,2019-09-28 12:00,77,22,4,4,3,6,5,5,6,6,4,4,4,4,3,3,3,5,5,3,,
Par,Coolbet Järve Discgolfipark,Main,2019-09-27 18:43,57,,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,,
Oskar,Coolbet Järve Discgolfipark,Main,2019-09-27 18:43,71,14,3,3,5,6,4,4,6,5,4,3,4,3,4,4,3,4,3,3,,
cardo,Coolbet Järve Discgolfipark,Main,2019-09-27 18:43,77,20,4,4,4,6,5,4,5,5,4,3,4,3,5,5,4,4,4,4,,
Par,Coolbet Järve Discgolfipark,Main,2019-09-27 17:36,57,,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,,
Oskar,Coolbet Järve Discgolfipark,Main,2019-09-27 17:36,70,13,4,5,2,4,4,4,4,5,3,4,4,4,5,3,5,4,3,3,,
cardo,Coolbet Järve Discgolfipark,Main,2019-09-27 17:36,80,23,4,4,5,3,3,4,5,7,4,4,5,3,5,4,5,4,5,6,,
Par,Discland,18 Hole Layout,2019-09-24 18:00,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
cardo,Discland,18 Hole Layout,2019-09-24 18:00,75,21,6,4,4,5,6,3,3,3,5,3,3,5,7,3,4,3,4,4,,
Par,Discland,18 Hole Layout,2019-09-24 17:05,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Oskar,Discland,18 Hole Layout,2019-09-24 17:05,61,7,4,3,3,4,5,3,3,4,4,3,4,3,3,4,3,3,3,2,,
cardo,Discland,18 Hole Layout,2019-09-24 17:05,63,9,3,3,3,4,3,3,3,4,2,4,5,5,4,3,3,3,3,5,,
Par,Discland,18 Hole Layout,2019-09-23 19:16,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Oskar,Discland,18 Hole Layout,2019-09-23 19:16,61,7,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,3,3,,
cardo,Discland,18 Hole Layout,2019-09-23 19:16,66,12,3,3,3,3,3,3,5,3,5,3,5,3,4,4,5,4,4,3,,
Par,Discland,18 Hole Layout,2019-09-23 17:35,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Oskar,Discland,18 Hole Layout,2019-09-23 17:35,62,8,3,3,4,4,3,3,4,4,3,3,5,3,3,5,3,4,2,3,,
cardo,Discland,18 Hole Layout,2019-09-23 17:35,77,23,4,3,5,5,5,4,4,4,4,4,7,5,5,3,4,4,4,3,,
Par,Discland,18 Hole Layout,2019-09-23 16:39,54,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Oskar,Discland,18 Hole Layout,2019-09-23 16:39,65,11,3,3,4,5,2,3,5,4,4,3,4,4,4,3,3,4,3,4,,
cardo,Discland,18 Hole Layout,2019-09-23 16:39,68,14,3,3,5,5,4,4,3,4,5,4,3,3,5,3,4,2,4,4,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-09-23 13:37,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-09-23 13:37,35,5,3,4,3,4,4,3,4,3,3,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-09-23 13:37,26,-4,2,2,2,4,3,2,3,2,3,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-09-23 12:20,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-09-23 12:20,36,6,4,3,3,5,3,4,4,3,3,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-09-23 12:20,29,-1,2,2,3,4,4,2,2,3,3,4,,,,,,,,,,
Par,Kurna Mõisapark,Main,2019-09-22 17:42,55,,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
Oskar,Kurna Mõisapark,Main,2019-09-22 17:42,57,2,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4,3,3,,
cardo,Kurna Mõisapark,Main,2019-09-22 17:42,63,8,4,3,4,4,3,3,4,3,3,4,3,3,3,4,3,4,3,5,,
Par,Coolbet Järve Discgolfipark,Main,2019-09-18 18:17,57,,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,,
Oskar,Coolbet Järve Discgolfipark,Main,2019-09-18 18:17,72,15,4,4,4,4,4,4,5,4,4,4,3,3,5,3,5,4,4,4,,
cardo,Coolbet Järve Discgolfipark,Main,2019-09-18 18:17,84,27,5,4,4,6,3,5,7,6,3,4,3,4,5,4,5,6,5,5,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 18:32,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 18:32,34,4,2,3,4,5,3,4,3,3,3,4,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 18:32,36,6,3,3,4,4,4,5,3,3,3,4,,,,,,,,,,
Cardo vend,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 18:32,43,13,6,4,3,4,5,4,4,3,7,3,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 18:32,33,3,2,3,3,4,5,4,3,2,4,3,,,,,,,,,,
Tauno,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 18:32,35,5,3,5,2,4,4,4,3,2,4,4,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 17:55,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 17:55,29,-1,3,3,3,3,3,4,2,2,3,3,,,,,,,,,,
Tauno,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 17:55,31,1,3,3,3,4,4,4,2,2,4,2,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 17:55,40,10,4,4,4,5,4,4,4,3,4,4,,,,,,,,,,
Cardo vend,Maarjamäe,Maarjamäe (summer 2016),2019-09-17 17:55,35,5,3,3,4,3,4,5,3,3,4,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-09-14 16:37,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-09-14 16:37,40,10,4,4,4,4,5,5,3,3,4,4,,,,,,,,,,
Germo,Maarjamäe,Maarjamäe (summer 2016),2019-09-14 16:37,32,2,3,2,2,4,4,5,4,2,3,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-09-14 15:56,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-09-14 15:56,41,11,4,3,4,5,5,5,4,3,5,3,,,,,,,,,,
Germo,Maarjamäe,Maarjamäe (summer 2016),2019-09-14 15:56,43,13,5,4,3,4,7,5,3,4,5,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:39,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:39,37,7,4,3,3,3,5,4,4,3,4,4,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:39,27,-3,2,2,3,3,3,2,2,3,3,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:39,39,9,3,4,3,6,4,5,3,4,4,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:03,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:03,33,3,4,3,4,3,3,2,4,2,4,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:03,31,1,3,3,3,3,3,4,3,3,4,2,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-31 19:03,38,8,4,3,5,4,5,2,5,2,5,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 19:25,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 19:25,29,-1,3,3,3,3,3,2,3,3,4,2,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 19:25,33,3,4,3,4,4,5,2,3,2,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 19:25,38,8,4,3,3,5,5,3,3,3,4,5,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:49,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:49,34,4,3,4,3,3,4,4,3,3,4,3,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:49,32,2,3,3,1,4,6,5,2,2,4,2,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:49,37,7,4,3,4,4,5,2,4,3,5,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:15,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:15,34,4,3,3,3,3,5,4,3,2,4,4,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:15,36,6,3,3,4,4,6,3,3,3,3,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 18:15,31,1,3,2,3,3,4,4,2,4,4,2,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 17:28,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 17:28,31,1,3,3,3,3,4,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 17:28,39,9,4,3,5,4,5,3,4,3,5,3,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 17:28,31,1,4,3,2,3,2,3,3,3,5,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 16:53,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 16:53,33,3,3,3,3,3,4,4,3,3,4,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 16:53,39,9,4,3,4,3,5,5,4,3,4,4,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-08-27 16:53,31,1,3,4,2,3,5,4,3,2,3,2,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,37,7,4,4,3,3,4,3,3,4,4,5,,,,,,,,,,
sword,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,34,4,4,3,3,3,4,3,3,3,4,4,,,,,,,,,,
Vilba,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,33,3,4,3,3,3,5,4,3,3,3,2,,,,,,,,,,
SePa,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,32,2,3,2,3,2,4,6,3,3,3,3,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,31,1,2,3,4,5,4,2,2,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 21:18,37,7,3,3,4,3,5,4,4,3,5,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
SePa,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,30,0,3,2,2,2,5,2,3,3,5,3,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,31,1,3,2,2,3,3,5,3,4,3,3,,,,,,,,,,
Vilba,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,29,-1,3,4,3,3,4,2,2,2,3,3,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,40,10,4,3,4,4,4,4,5,3,4,5,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,35,5,4,3,3,4,4,4,3,3,3,4,,,,,,,,,,
sword,Maarjamäe,Maarjamäe (summer 2016),2019-07-23 20:34,32,2,3,2,4,4,3,3,3,3,4,3,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 21:11,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 21:11,36,6,3,3,4,4,4,4,3,3,4,4,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 21:11,42,12,5,4,4,4,5,4,4,4,5,3,,,,,,,,,,
SePa,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 21:11,33,3,3,4,5,3,3,5,2,2,3,3,,,,,,,,,,
Jaan,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 21:11,27,-3,3,3,2,3,5,2,2,3,2,2,,,,,,,,,,
Par,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 20:11,30,,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
SePa,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 20:11,27,-3,2,3,3,3,3,2,2,2,4,3,,,,,,,,,,
Oskar,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 20:11,36,6,3,3,3,4,4,4,3,3,5,4,,,,,,,,,,
cardo,Maarjamäe,Maarjamäe (summer 2016),2019-07-16 20:11,39,9,5,3,3,4,6,4,3,3,4,4,,,,,,,,,,
